Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster,Perfil
Female,Non-single,64,Graduate school,145174,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Male,Single,29,Other/Unknown,176292,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,48,High school,94024,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,37,High school,93740,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,34,High school,85685,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,23,High school,69997,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,30,Other/Unknown,151938,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,50,High school,122830,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,31,High school,78489,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,40,High school,161999,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,38,High school,98032,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,23,Other/Unknown,96060,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,27,Other/Unknown,147968,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,63,University,134853,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,66,University,157576,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Non-single,43,University,203738,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Male,Non-single,44,University,280570,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Non-single,65,Graduate school,69487,Unemployed/Unskilled,Big city,3,Idosos - Alta Renda
Female,Non-single,73,Graduate school,214126,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Male,Single,60,University,136671,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,62,University,174337,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,58,University,126710,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,43,University,167139,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,64,University,122094,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,37,Graduate school,170113,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Female,Non-single,46,University,192698,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Male,Non-single,57,University,144197,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,51,University,133623,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,32,Graduate school,171052,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,64,University,130492,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,68,University,135705,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,55,University,171804,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Single,73,University,192167,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,34,Graduate school,134377,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,44,University,146716,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,58,University,267872,Skilled employee/Official,Mid-sized city,2,Adultos - Alta Renda
Female,Non-single,65,University,142193,Unemployed/Unskilled,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,56,University,183765,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,42,University,218664,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,65,Graduate school,145174,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,72,University,224961,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Female,Non-single,45,University,262634,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,68,University,287106,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,60,University,166298,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,30,Graduate school,133328,Unemployed/Unskilled,Big city,0,Adultos - Alta Renda
Male,Single,63,University,129798,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,57,University,281084,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Female,Non-single,46,University,160678,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,70,Graduate school,167532,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,65,University,178591,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,63,University,273063,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Non-single,54,University,149410,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,49,University,124658,Skilled employee/Official,Big city,1,Adultos - Renda Média
Female,Non-single,64,University,153645,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,61,University,308529,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,57,University,155062,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,42,University,199654,Skilled employee/Official,Big city,2,Adultos - Alta Renda
Male,Single,62,University,124723,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,41,University,127752,Skilled employee/Official,Big city,1,Adultos - Renda Média
Female,Non-single,51,University,157595,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,38,University,135534,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,56,University,166264,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Female,Non-single,43,University,147259,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,48,University,161116,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,61,University,139380,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,48,University,213768,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,68,University,125903,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,62,University,163940,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,56,University,173378,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Female,Non-single,53,University,126847,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,33,Graduate school,166712,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,60,University,189166,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,47,University,161714,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,25,Graduate school,214364,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,64,University,184680,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,73,University,214732,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,66,University,152527,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,76,Graduate school,170366,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,60,University,194532,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,57,University,125883,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,30,Graduate school,131242,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,43,University,159880,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,57,University,165519,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,51,University,149653,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,61,University,134102,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,64,University,159378,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Non-single,41,University,205476,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Male,Non-single,43,University,280566,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Non-single,67,Graduate school,71823,Unemployed/Unskilled,Big city,3,Idosos - Alta Renda
Female,Non-single,71,Graduate school,211572,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Male,Single,59,University,136123,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,60,University,176372,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,60,University,128271,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,45,University,169020,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Single,63,University,122267,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,38,Graduate school,169324,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Female,Non-single,46,University,192561,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Male,Non-single,55,University,145781,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,50,University,135376,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,30,Graduate school,169002,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,63,University,128469,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,67,University,135567,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,54,University,170644,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Single,71,University,192360,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,32,Graduate school,133235,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,45,University,260847,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,65,University,285647,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,62,University,164816,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,28,Graduate school,130148,Unemployed/Unskilled,Big city,0,Adultos - Alta Renda
Male,Single,65,University,129838,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,57,University,281647,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Female,Non-single,48,University,157305,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,71,Graduate school,163654,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,38,High school,82398,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,40,High school,107710,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,49,High school,122346,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,32,High school,155540,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,45,High school,127572,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,40,High school,154031,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,66,University,164931,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Single,38,High school,123003,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Non-single,20,High school,89605,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,48,High school,117721,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,46,University,168904,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Male,Single,32,High school,137576,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,54,High school,111274,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,24,High school,94249,Management/Highly qualified,Big city,4,Jovens - Baixa Renda
Male,Non-single,27,High school,180940,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,57,High school,125032,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,38,High school,138011,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,40,High school,144850,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,20,High school,107270,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,36,High school,113405,Management/Highly qualified,Big city,1,Adultos - Renda Média
Male,Single,47,High school,137338,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,64,University,125119,Unemployed/Unskilled,Big city,3,Idosos - Alta Renda
Male,Single,42,High school,159745,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,44,High school,181262,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Non-single,30,High school,90500,Management/Highly qualified,Big city,4,Jovens - Baixa Renda
Male,Single,37,High school,102733,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,42,High school,135493,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Non-single,62,University,169044,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,49,High school,178549,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,52,High school,159716,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,36,High school,170118,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,49,High school,143886,Unemployed/Unskilled,Mid-sized city,3,Idosos - Alta Renda
Male,Single,42,High school,130164,Management/Highly qualified,Big city,1,Adultos - Renda Média
Male,Single,38,High school,114476,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,50,High school,126143,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,34,High school,129654,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,43,High school,123202,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,40,High school,160524,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,56,University,126906,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,41,High school,143994,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,30,High school,123517,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,28,High school,129055,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,64,University,136312,Unemployed/Unskilled,Big city,3,Idosos - Alta Renda
Male,Single,67,University,112486,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,37,High school,152401,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,31,High school,157453,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,32,High school,142870,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,52,University,137231,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,31,High school,104406,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,36,High school,145385,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,32,High school,146519,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,51,High school,126227,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,47,High school,112227,Management/Highly qualified,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,34,High school,110145,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Non-single,46,University,149419,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,42,High school,176646,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,39,High school,91019,Management/Highly qualified,Mid-sized city,1,Adultos - Renda Média
Male,Single,50,High school,169579,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,42,High school,142305,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,36,High school,130602,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,18,High school,98992,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,35,High school,181926,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,38,High school,152864,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,39,High school,135837,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,24,High school,121757,Unemployed/Unskilled,Big city,4,Jovens - Baixa Renda
Male,Single,41,High school,182274,Skilled employee/Official,Mid-sized city,2,Adultos - Alta Renda
Male,Single,36,High school,149040,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,37,High school,154196,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,45,University,135332,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,41,High school,134200,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,36,High school,177171,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,38,High school,115964,Unemployed/Unskilled,Big city,1,Adultos - Renda Média
Male,Single,38,High school,136871,Unemployed/Unskilled,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,53,University,159559,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Single,35,High school,113878,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,48,High school,171203,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Single,36,High school,102180,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Non-single,22,High school,116844,Management/Highly qualified,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,35,High school,139844,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,42,High school,156431,Unemployed/Unskilled,Mid-sized city,0,Adultos - Alta Renda
Male,Single,39,High school,116137,Unemployed/Unskilled,Mid-sized city,1,Adultos - Renda Média
Male,Single,31,High school,143081,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,33,High school,155870,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,31,High school,106924,Unemployed/Unskilled,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,42,High school,102133,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,61,University,145227,Unemployed/Unskilled,Mid-sized city,3,Idosos - Alta Renda
Male,Single,38,High school,159500,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,33,High school,98498,Unemployed/Unskilled,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,48,High school,159714,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,31,High school,121852,Unemployed/Unskilled,Mid-sized city,0,Adultos - Alta Renda
Male,Single,52,High school,141271,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Non-single,27,High school,123213,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,40,High school,143723,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,34,High school,112538,Unemployed/Unskilled,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,26,High school,97932,Management/Highly qualified,Big city,4,Jovens - Baixa Renda
Male,Single,30,High school,154003,Unemployed/Unskilled,Mid-sized city,0,Adultos - Alta Renda
Male,Single,53,High school,177179,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,45,High school,128052,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,32,High school,114617,Management/Highly qualified,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,35,High school,182822,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,26,High school,177215,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,30,High school,110929,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,37,High school,111821,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,32,High school,97306,Management/Highly qualified,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,40,High school,157231,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,44,High school,126906,Unemployed/Unskilled,Big city,1,Adultos - Renda Média
Male,Single,43,High school,133243,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,51,High school,112250,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,37,High school,104349,Unemployed/Unskilled,Mid-sized city,1,Adultos - Renda Média
Male,Single,33,High school,151421,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,32,High school,178081,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,35,High school,110181,Unemployed/Unskilled,Big city,1,Adultos - Renda Média
Male,Non-single,30,High school,113012,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,35,High school,154585,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,40,High school,144704,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,37,High school,141632,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,37,High school,105055,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,37,High school,124597,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,53,High school,160164,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Male,Single,34,High school,151754,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,51,High school,155551,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,26,High school,94986,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,34,High school,175800,Unemployed/Unskilled,Mid-sized city,0,Adultos - Alta Renda
Male,Single,51,High school,126246,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Male,Single,33,High school,116261,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,32,High school,117796,Unemployed/Unskilled,Big city,0,Adultos - Alta Renda
Male,Single,39,High school,115363,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,53,High school,169076,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,34,High school,97474,Management/Highly qualified,Big city,4,Jovens - Baixa Renda
Male,Single,37,High school,140341,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,28,High school,114503,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,25,High school,102937,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,36,High school,151781,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,36,High school,123133,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,35,High school,118879,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,21,High school,158683,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,29,High school,107514,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,60,University,193879,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,45,High school,135043,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,56,University,108559,Unemployed/Unskilled,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,30,High school,121038,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,52,High school,151947,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Non-single,26,High school,118820,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,43,High school,121517,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,34,High school,113572,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,22,High school,131170,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,42,High school,92430,Unemployed/Unskilled,Mid-sized city,1,Adultos - Renda Média
Male,Single,38,High school,124554,Unemployed/Unskilled,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,29,High school,115988,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,44,High school,107301,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Non-single,29,High school,103767,Management/Highly qualified,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,44,High school,141493,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,38,High school,154339,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,26,High school,112369,Unemployed/Unskilled,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,53,High school,158193,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,43,High school,143734,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,33,High school,121890,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,52,High school,127609,Unemployed/Unskilled,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,26,High school,94650,Unemployed/Unskilled,Big city,4,Jovens - Baixa Renda
Male,Single,38,High school,175504,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,47,High school,165495,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,26,High school,120389,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,36,High school,165340,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,36,High school,119804,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,57,University,154344,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,31,High school,106266,Management/Highly qualified,Big city,4,Jovens - Baixa Renda
Male,Single,45,High school,136129,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,40,High school,151914,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,21,High school,121473,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,46,High school,127147,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,35,High school,125387,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,31,High school,139490,Unemployed/Unskilled,Big city,0,Adultos - Alta Renda
Male,Single,51,High school,124990,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,21,High school,101471,Management/Highly qualified,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,48,High school,155708,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,48,High school,142345,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,68,University,148675,Unemployed/Unskilled,Mid-sized city,3,Idosos - Alta Renda
Male,Non-single,45,University,116484,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,35,High school,150237,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,22,High school,100273,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,44,High school,122292,Unemployed/Unskilled,Mid-sized city,1,Adultos - Renda Média
Male,Single,52,High school,159216,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,48,High school,130082,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,33,High school,139547,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,35,High school,122895,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,64,University,154549,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,58,High school,149315,Unemployed/Unskilled,Big city,3,Idosos - Alta Renda
Male,Non-single,24,High school,118101,Unemployed/Unskilled,Big city,4,Jovens - Baixa Renda
Male,Single,40,High school,115831,Unemployed/Unskilled,Big city,1,Adultos - Renda Média
Male,Single,49,High school,118571,Management/Highly qualified,Big city,1,Adultos - Renda Média
Male,Single,31,High school,138906,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,46,High school,98520,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,46,High school,106576,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,49,High school,121592,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,29,High school,135605,Unemployed/Unskilled,Mid-sized city,0,Adultos - Alta Renda
Male,Single,37,High school,114552,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,33,High school,151339,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
